,iso,m1_beta1,m1_beta2,m1_maxGMT,m2_beta1,m2_beta2,m2_maxGMT,m3_beta1,m3_beta2,m3_maxGMT,m4_beta1,m4_beta2,m4_maxGMT,m5_beta1,m5_beta2,m5_maxGMT,m6_beta1,m6_beta2,m6_maxGMT,m7_beta1,m7_beta2,m7_maxGMT,m8_beta1,m8_beta2,m8_maxGMT,m9_beta1,m9_beta2,m9_maxGMT,m10_beta1,m10_beta2,m10_maxGMT,m11_beta1,m11_beta2,m11_maxGMT,m12_beta1,m12_beta2,m12_maxGMT,m13_beta1,m13_beta2,m13_maxGMT,m14_beta1,m14_beta2,m14_maxGMT,m15_beta1,m15_beta2,m15_maxGMT,m16_beta1,m16_beta2,m16_maxGMT,m17_beta1,m17_beta2,m17_maxGMT,m18_beta1,m18_beta2,m18_maxGMT,m19_beta1,m19_beta2,m19_maxGMT,m20_beta1,m20_beta2,m20_maxGMT,m21_beta1,m21_beta2,m21_maxGMT
32,CIV,-7.027451149,0.089953509,3.271393877,-4.016238192,-0.204494815,5.357116368,-4.518576463,0.360958912,3.17721442,-3.06863978,-0.191535333,3.616686681,-3.767891717,-0.093111164,5.912029359,-4.674415794,-0.119208606,5.861769382,-6.987386113,0.440207856,5.221369037,-10.04499043,0.858326538,4.652150125,-6.706888198,0.550130731,4.794348464,-7.213672599,1.124247716,3.521065644,-1.806823601,-0.653905183,3.831035675,0.473224015,-0.948282286,3.695553645,-7.736820416,0.758797472,4.802522534,-1.902267853,-0.488918873,3.340032709,-5.180734641,0.27653718,2.759113414,-6.35623091,0.350229522,2.810758886,2.0273921,-0.836425379,2.727035158,-5.251030324,-0.317271532,2.931697861,-2.883388962,-0.112999966,4.500484936,-2.890220537,-0.011445934,4.302452975,-7.834639486,0.271442832,5.151280551
33,CMR,-5.750515676,-0.098504944,3.271393877,-4.54201946,-0.342448941,5.357116368,-4.175807041,0.284101534,3.17721442,-5.569277256,0.232828086,3.616686681,-6.081257107,0.163913067,5.912029359,-7.043526621,0.127545318,5.861769382,-6.009269279,0.306593417,5.221369037,-7.635558445,0.357191687,4.652150125,-5.429704619,0.12307717,4.794348464,-9.146986669,1.315582859,3.521065644,-2.837833547,-0.63458945,3.831035675,-0.553860377,-0.893942147,3.695553645,-5.68098483,0.532323796,4.802522534,-2.129327977,-1.056986965,3.340032709,-8.575167359,0.556731583,2.759113414,-4.885064772,-0.284408598,2.810758886,-2.707548261,0.001404304,2.727035158,-8.529654615,1.886731321,2.931697861,-2.263934856,-0.345447985,4.500484936,-3.15673575,0.139820516,4.302452975,-5.420329086,0.11209264,5.151280551
34,COD,-11.82062318,1.437048614,3.271393877,-6.427605231,0.032841163,5.357116368,-4.022560888,0.252951341,3.17721442,-7.607611473,0.682672246,3.616686681,-6.955419553,0.133114576,5.912029359,-4.95038231,-0.10562699,5.861769382,-2.158714704,-0.315527849,5.221369037,-12.1819496,1.366900078,4.652150125,-4.575569515,-0.072587803,4.794348464,-5.899212862,0.531345969,3.521065644,-5.353602638,-0.120853885,3.831035675,-1.559940033,-0.854315892,3.695553645,-5.596239528,0.361046512,4.802522534,0.706371705,-1.178345245,3.340032709,-11.93338822,0.737747283,2.759113414,-5.43608782,-0.070170775,2.810758886,-0.56662469,-0.291938653,2.727035158,-4.091680128,0.011351759,2.931697861,-3.297025044,-0.378795027,4.500484936,-2.353719463,-0.631642064,4.302452975,-5.405849738,-0.367566672,5.151280551
35,COG,-11.33302618,0.670013839,3.271393877,-8.471262642,0.491507772,5.357116368,-10.39600124,1.66920154,3.17721442,-5.051164189,0.000171796,3.616686681,-7.4691932,0.16411184,5.912029359,-2.493034564,-0.255295695,5.861769382,-9.242379723,0.587041997,5.221369037,-14.00651739,1.46722105,4.652150125,-4.50748912,-0.222716874,4.794348464,-5.608431622,0.786055312,3.521065644,-3.280491625,-0.118992176,3.831035675,-3.186903184,-0.27221226,3.695553645,-3.407231878,0.171869679,4.802522534,0.43211746,-1.066603476,3.340032709,-7.097567352,-0.610306584,2.759113414,-6.04033187,0.516400872,2.810758886,-4.745554681,0.012755993,2.727035158,0.764349429,-0.313979321,2.931697861,-0.531995058,-0.389029816,4.500484936,-1.745426008,-0.429060207,4.302452975,-3.835435983,-0.585662516,5.151280551
36,COL,-11.46145041,0.788614854,3.271393877,-4.431375095,-0.109309253,5.357116368,-11.94791563,1.420858399,3.17721442,-4.946743179,0.072240234,3.616686681,-5.424831195,-0.064883789,5.912029359,-3.310050091,-0.455203404,5.861769382,-10.45574209,0.832436149,5.221369037,-10.75329245,0.801993773,4.652150125,-7.796032315,0.091071261,4.794348464,-6.973939143,0.435950844,3.521065644,-2.815288817,-0.560400415,3.831035675,-8.243618431,0.323558527,3.695553645,-6.457349485,0.47516096,4.802522534,-2.624186795,-0.53758976,3.340032709,0.806870855,-3.48328938,2.759113414,-3.056824506,0.330994791,2.810758886,1.211441843,-0.750016203,2.727035158,-7.719600893,1.111025701,2.931697861,-2.553208864,-0.348534911,4.500484936,-5.133570767,0.259133234,4.302452975,-3.362166311,-0.361250757,5.151280551
37,COM,-7.081088562,0.595043273,3.271393877,-5.939943327,0.397596814,5.357116368,-2.601657495,-0.051047662,3.17721442,-8.378784573,0.486497723,3.616686681,-4.162673121,-0.099229463,5.912029359,-4.36813004,0.085354995,5.861769382,-6.044072289,0.438633026,5.221369037,-6.142558056,0.226792267,4.652150125,-4.083345521,-0.01963645,4.794348464,-9.132347351,1.955801682,3.521065644,2.387778294,-0.860250732,3.831035675,3.407850296,-1.266032346,3.695553645,0.774784586,-0.434629541,4.802522534,-2.482266615,0.164440897,3.340032709,-12.31240013,0.725723472,2.759113414,5.353024566,-1.557709559,2.810758886,1.878950013,-1.336802565,2.727035158,-5.109071768,0.327213706,2.931697861,-3.650419916,-0.146398774,4.500484936,-7.406873308,0.471953985,4.302452975,-3.506116779,0.120538757,5.151280551
38,CPV,-4.620625012,0.18035798,3.271393877,-3.547907192,0.083486131,5.357116368,-1.934580575,-0.325304092,3.17721442,0.582267963,-0.135487704,3.616686681,-1.916226495,-0.032225735,5.912029359,-2.711047245,-0.111610546,5.861769382,-4.813047993,0.265648852,5.221369037,-5.832516738,0.426502533,4.652150125,-6.176666468,0.509520132,4.794348464,-4.644283738,0.704706566,3.521065644,-4.246619247,0.543460576,3.831035675,-5.635130782,0.601957967,3.695553645,0.59733488,-0.225781026,4.802522534,-2.916360326,0.062943339,3.340032709,-5.08158493,0.668173508,2.759113414,-6.585737021,-0.240332153,2.810758886,-2.696492147,0.681137619,2.727035158,-7.376924989,1.51938818,2.931697861,-3.342559713,-0.357921844,4.500484936,-3.570424206,0.349734318,4.302452975,-4.714867211,0.031266416,5.151280551
39,CRI,-12.68517714,0.801658183,3.271393877,-13.87903794,1.522456621,5.357116368,-12.32395607,1.962823038,3.17721442,-7.190777074,0.305070658,3.616686681,-5.399676755,-0.400193333,5.912029359,-1.697483731,-0.970637529,5.861769382,-11.68076272,0.945976072,5.221369037,-11.69526461,1.410528941,4.652150125,-0.421352142,-1.593819124,4.794348464,20.98406196,-5.592185319,3.521065644,2.572147479,-2.750585244,3.831035675,-12.16924021,1.945578017,3.695553645,-4.126354153,-0.172637479,4.802522534,-5.641393194,-0.659652665,3.340032709,16.40741701,-3.86090862,2.759113414,3.645915019,-3.462677805,2.810758886,2.412820588,-1.197227321,2.727035158,1.719666983,0.34126616,2.931697861,11.83809226,-3.224034565,4.500484936,6.569865802,-1.767832417,4.302452975,-4.550234594,-0.802266783,5.151280551
40,CUB,-15.02831908,1.086397763,3.271393877,0.375460929,-0.602257245,5.357116368,-6.401679586,-0.10226086,3.17721442,5.093626564,-1.769032929,3.616686681,-6.561543022,0.362663601,5.912029359,-5.239726055,-0.011898507,5.861769382,0.105136983,-0.680833996,5.221369037,-6.977015319,0.442229217,4.652150125,-3.73672953,0.132971132,4.794348464,-7.404232618,-0.114800378,3.521065644,-6.484506016,-0.028067823,3.831035675,-7.139839901,0.674845555,3.695553645,-2.624729738,0.119103614,4.802522534,-7.047002514,0.440354145,3.340032709,-11.20070337,1.673035161,2.759113414,-2.935563978,-1.032088067,2.810758886,-4.738471877,0.607077133,2.727035158,-12.52388539,1.707511456,2.931697861,1.583808689,-0.728567238,4.500484936,-1.910898776,-0.102172019,4.302452975,-6.904513319,0.295573817,5.151280551
41,CYP,-5.892445915,0.670781854,3.271393877,-1.979896923,-0.141215452,5.357116368,-2.151050497,-0.007349975,3.17721442,-4.704127808,0.431259606,3.616686681,-2.95240779,-0.015921587,5.912029359,-3.755758298,-0.104106328,5.861769382,-4.718571601,0.213586099,5.221369037,-1.648938511,-0.239296785,4.652150125,-2.320880049,0.021006183,4.794348464,-11.32258154,2.231877172,3.521065644,-7.298485836,0.394298717,3.831035675,-5.485241421,0.954682758,3.695553645,-8.908350296,1.355753414,4.802522534,-0.350552462,-1.051536798,3.340032709,-9.806459275,0.813273674,2.759113414,6.474169811,-1.183190114,2.810758886,1.921370686,-1.392660241,2.727035158,-7.604029995,0.421509371,2.931697861,-7.016242871,0.344618683,4.500484936,-2.031781717,0.122193951,4.302452975,-3.479479032,0.291159124,5.151280551
42,CZE,-9.950805748,0.674687063,3.271393877,0.828209321,-0.770074586,5.357116368,-9.030732057,1.161025552,3.17721442,-1.384932896,-0.31102016,3.616686681,-1.935113563,0.060622256,5.912029359,-2.23676172,-0.282574093,5.861769382,-5.486472133,0.169380844,5.221369037,-1.594494905,0.24190394,4.652150125,-0.822382636,-0.291691545,4.794348464,-5.837079983,0.738536118,3.521065644,-8.80761138,0.899721542,3.831035675,-9.480366716,0.898293787,3.695553645,-5.732604451,0.297136448,4.802522534,8.581407427,-1.717223668,3.340032709,-11.111294,2.578644391,2.759113414,-7.404776958,0.819937264,2.810758886,2.261730859,-1.947145143,2.727035158,-2.020449411,-0.56531047,2.931697861,-6.42139031,0.172541813,4.500484936,-5.236279323,0.434258794,4.302452975,-0.730988327,0.013075184,5.151280551
43,DEU,-5.06029927,-0.513714363,3.271393877,-2.775531139,-0.316701963,5.357116368,-3.09313861,0.005269968,3.17721442,-1.942043526,-0.017823663,3.616686681,-5.645358527,0.413093692,5.912029359,-0.129544771,-0.410644245,5.861769382,-4.024116285,0.016671079,5.221369037,2.622906178,-0.061175185,4.652150125,-6.23957272,0.624408364,4.794348464,-5.376283871,0.270965382,3.521065644,-10.87145765,1.234821559,3.831035675,-9.289176291,1.258082528,3.695553645,-2.55664513,0.086430157,4.802522534,-0.942156123,-0.569132565,3.340032709,-11.10371519,3.094302534,2.759113414,-11.0092785,1.212520606,2.810758886,1.310541737,-1.706535046,2.727035158,-9.409769172,1.354628588,2.931697861,-8.392622669,0.53845241,4.500484936,-6.277434415,0.501468148,4.302452975,-0.478084781,0.16944655,5.151280551
44,DJI,-6.670230806,0.038161789,3.271393877,-5.137896892,-0.305296901,5.357116368,-12.1067399,1.127222322,3.17721442,-5.58124951,-0.125325364,3.616686681,-4.91514622,-0.119309475,5.912029359,-6.755818169,-0.122230039,5.861769382,-9.13554258,0.617194404,5.221369037,-4.237831658,0.171669463,4.652150125,-11.89619614,0.632715252,4.794348464,-4.545483154,-0.486079163,3.521065644,-6.685337075,0.315192733,3.831035675,-3.897299526,-0.552081388,3.695553645,-5.68774119,0.247746999,4.802522534,-0.295564016,-0.966123675,3.340032709,-19.16440612,2.778652539,2.759113414,-7.987849888,0.571444759,2.810758886,-7.32964219,1.084188507,2.727035158,-7.689077945,-0.325102122,2.931697861,-10.06016297,0.278352276,4.500484936,-7.57923718,0.393949533,4.302452975,-7.364106175,0.266653424,5.151280551
45,DNK,-6.693646937,-0.266231493,3.271393877,-2.132104389,-0.263155927,5.357116368,7.881856037,-2.056471569,3.17721442,-1.376730721,0.75319339,3.616686681,-0.321478228,-0.144939789,5.912029359,1.801631238,-0.649167075,5.861769382,-2.986959969,0.070721559,5.221369037,3.510005372,-0.264711484,4.652150125,-2.521855736,0.650861275,4.794348464,-3.540794875,0.078183123,3.521065644,-5.204705536,0.7046294,3.831035675,-7.594030344,1.213846727,3.695553645,-2.291764765,0.232247718,4.802522534,-0.368385345,-0.350390535,3.340032709,-10.15203523,3.156390529,2.759113414,-0.036712612,-0.179212693,2.810758886,-0.525060733,0.225317643,2.727035158,-6.794943467,1.05331249,2.931697861,-8.705390197,0.707981853,4.500484936,-3.938789902,0.119950954,4.302452975,1.412749758,0.213533679,5.151280551
46,DOM,-12.91008527,0.574267494,3.271393877,-5.457158078,-0.297064466,5.357116368,-11.52433932,1.234251989,3.17721442,9.409199011,-3.14527904,3.616686681,-4.10549309,0.243489332,5.912029359,-6.113613173,0.356719402,5.861769382,-11.32655547,0.751958928,5.221369037,-1.044438403,-0.874852549,4.652150125,-3.580245511,-0.264688873,4.794348464,-13.43321204,1.35500516,3.521065644,-3.588293054,-0.637415984,3.831035675,-13.65555127,2.380252773,3.695553645,-0.560872964,-0.302957379,4.802522534,-6.592293809,0.415895608,3.340032709,-2.315446679,-1.681695878,2.759113414,-9.013536943,1.105411134,2.810758886,-0.605648058,-0.512285754,2.727035158,2.379026621,-0.594718582,2.931697861,-3.230789123,-0.154702799,4.500484936,-7.029101097,1.014335804,4.302452975,1.769748551,-0.891848352,5.151280551
47,DZA,-2.021322009,-1.399555872,3.271393877,-5.784497594,0.078699372,5.357116368,-6.187753267,-0.284193781,3.17721442,-4.676184132,-0.163786784,3.616686681,-4.4095072,-0.074760172,5.912029359,-6.35560168,0.153872684,5.861769382,-11.94187808,1.210677717,5.221369037,-5.713845118,0.456799411,4.652150125,-7.133894384,0.292935913,4.794348464,-9.14169496,1.069611783,3.521065644,-6.243204046,0.600140891,3.831035675,-8.571351156,0.914258084,3.695553645,-8.060909248,0.837268948,4.802522534,2.501708161,-2.251478128,3.340032709,-14.05129077,1.949031315,2.759113414,-6.493870558,0.390402454,2.810758886,1.120703103,-0.597347892,2.727035158,-2.486123427,-0.856541464,2.931697861,-0.353072311,-0.676937699,4.500484936,-5.840625486,0.221092728,4.302452975,-1.338327527,-0.148232273,5.151280551
48,ECU,-7.899316237,0.654476014,3.271393877,2.935750617,-1.108276617,5.357116368,-9.000401057,1.037801662,3.17721442,-0.421213909,-1.069991415,3.616686681,-5.545247061,0.057931609,5.912029359,-4.195584457,-0.106210418,5.861769382,-6.383750474,0.314631936,5.221369037,-8.286047426,0.506713316,4.652150125,-8.194984127,0.130330742,4.794348464,-11.33471356,1.704700606,3.521065644,-1.174904191,-0.270426204,3.831035675,-5.130619538,-0.036908466,3.695553645,-7.064014082,0.665504405,4.802522534,-2.124601154,0.044876617,3.340032709,-17.51165874,3.729588695,2.759113414,-2.463974741,-0.135186814,2.810758886,-4.911177357,0.817609316,2.727035158,-1.494170161,-0.788459523,2.931697861,-3.889521191,-0.019136301,4.500484936,-3.193222696,-0.014444399,4.302452975,-5.217071892,-0.198880897,5.151280551
49,EGY,-5.348418316,0.0824556,3.271393877,-8.626751211,0.629378223,5.357116368,-1.221123646,-0.572505407,3.17721442,-10.82367357,0.871554708,3.616686681,-2.406983255,-0.247556432,5.912029359,-6.003034386,0.131509447,5.861769382,-7.738019807,0.595626618,5.221369037,-10.12108108,0.868411576,4.652150125,-1.333525446,-0.093618984,4.794348464,-10.35894334,1.498336611,3.521065644,-7.058886863,0.350438908,3.831035675,-5.164083877,0.177337902,3.695553645,-1.908629353,0.241413383,4.802522534,-0.84158897,-0.896585087,3.340032709,-3.066441416,-0.936825088,2.759113414,4.437389375,-1.961784967,2.810758886,0.006881338,-1.270909618,2.727035158,-2.11138954,-1.690466949,2.931697861,-5.936238571,0.147699734,4.500484936,-4.245994832,0.087959767,4.302452975,-3.118570648,-0.02964131,5.151280551
50,ERI,-3.627784712,-0.408892491,3.271393877,-1.212181285,-0.80377039,5.357116368,-4.136218945,-0.318863184,3.17721442,-5.675944546,0.195436652,3.616686681,-7.102141988,0.301926761,5.912029359,-2.16130962,-0.287613119,5.861769382,-4.473892668,-0.158307442,5.221369037,-6.79727642,0.021286776,4.652150125,-4.959517478,-0.039296132,4.794348464,-1.682613775,-1.838196181,3.521065644,-6.042121451,0.380468295,3.831035675,-0.643000715,-0.813159809,3.695553645,-3.594369584,-0.171273164,4.802522534,4.54152766,-1.894798913,3.340032709,-15.95210228,1.61441061,2.759113414,-7.548330391,-0.136740361,2.810758886,-5.529084535,0.636658434,2.727035158,-11.01034816,1.102594644,2.931697861,-4.874600942,0.171166823,4.500484936,-4.698626806,0.626773884,4.302452975,-3.760235878,-0.373190104,5.151280551
51,ESP,-2.852077814,-0.552519405,3.271393877,-4.769760675,-0.034832656,5.357116368,-13.82577985,1.589876507,3.17721442,-6.276005431,0.323900246,3.616686681,-3.81309015,0.038988271,5.912029359,-3.549143406,-0.075597904,5.861769382,-10.05004429,0.659885002,5.221369037,-3.442933612,0.128164302,4.652150125,-8.482238365,0.37320223,4.794348464,-7.597333518,0.730505077,3.521065644,-5.237534197,0.286785406,3.831035675,-5.572127112,0.716452794,3.695553645,-6.861752835,0.637410881,4.802522534,-0.041702384,-0.951555015,3.340032709,-8.253447227,2.136370787,2.759113414,-9.984597423,0.977685788,2.810758886,0.077560732,-0.577869499,2.727035158,-0.060831575,-0.189216646,2.931697861,-6.692249074,0.262137018,4.500484936,-6.656890948,0.022849583,4.302452975,-0.12479722,-0.2873852,5.151280551
52,EST,1.811851882,-1.533527709,3.271393877,1.30222795,-0.588091128,5.357116368,-4.669105481,0.776075701,3.17721442,-2.929998719,0.19983533,3.616686681,2.733282442,-0.605897501,5.912029359,3.44212093,-0.826088064,5.861769382,-6.487368146,0.509291464,5.221369037,-3.197914171,0.793968394,4.652150125,1.258093668,0.031482864,4.794348464,5.860905268,-1.011416606,3.521065644,-7.515894674,0.443403467,3.831035675,-6.239740707,0.501773992,3.695553645,-2.250884206,0.059909063,4.802522534,1.929151347,-0.822389979,3.340032709,-11.20100842,2.180009734,2.759113414,-0.422062659,0.790573432,2.810758886,0.239506447,-0.538347789,2.727035158,8.623565926,-1.83637129,2.931697861,-5.036396023,-0.120881042,4.500484936,0.467104738,-0.319586317,4.302452975,2.496024826,0.056375064,5.151280551
53,ETH,-3.725692388,-0.748937997,3.271393877,-4.059530169,-0.216775618,5.357116368,2.204585023,-0.813441951,3.17721442,-5.836588302,0.113082296,3.616686681,-4.75290343,-0.072976012,5.912029359,-3.357831338,-0.513345471,5.861769382,-4.100973743,-0.162994013,5.221369037,-10.45204898,0.56278104,4.652150125,-8.822680639,0.495779961,4.794348464,-2.461773742,-0.641071587,3.521065644,-6.536518053,0.071592776,3.831035675,-5.322376132,-0.040456146,3.695553645,-6.020413277,0.321242094,4.802522534,2.512734222,-1.150796647,3.340032709,-17.25772732,2.57568439,2.759113414,-7.167307354,0.027620957,2.810758886,-3.028656256,0.560806703,2.727035158,-1.23190166,-1.040603132,2.931697861,-2.802993267,-0.562862053,4.500484936,-8.166974058,0.478725658,4.302452975,-4.685218596,-0.532117049,5.151280551
54,FIN,-2.524013604,-0.462782797,3.271393877,-2.598311745,0.056033701,5.357116368,-3.199073897,-0.052132627,3.17721442,-4.671523806,1.12174643,3.616686681,1.887781296,-0.529137776,5.912029359,2.424532296,-0.677570021,5.861769382,-4.535691428,0.220278065,5.221369037,0.340056892,0.0926068,4.652150125,-0.340196166,-0.003001359,4.794348464,4.866028066,-0.820185419,3.521065644,-2.941122678,0.068470439,3.831035675,-3.46634607,-0.040331464,3.695553645,-3.330245716,0.191748397,4.802522534,0.465345147,-0.690259573,3.340032709,-10.66771039,2.321223674,2.759113414,-3.661799545,1.251579839,2.810758886,1.531947305,-0.21350355,2.727035158,1.377427204,0.024090673,2.931697861,-2.402757635,-0.18021642,4.500484936,-2.05665034,-0.008447433,4.302452975,2.307353078,0.105390644,5.151280551
55,FJI,-4.862242924,-0.312498314,3.271393877,-12.19877301,1.121319724,5.357116368,-13.70600282,1.255174079,3.17721442,-5.258358271,-0.241047772,3.616686681,-3.985760784,0.311274802,5.912029359,5.80881493,-0.732716932,5.861769382,-5.548388844,-0.129311412,5.221369037,-6.064703432,1.035771919,4.652150125,-5.971289628,-1.035598629,4.794348464,0.118919923,-1.858210752,3.521065644,1.852662333,-1.645627985,3.831035675,-21.52093771,2.989983,3.695553645,-0.805990284,-0.089232902,4.802522534,3.274821172,-0.586215375,3.340032709,-13.33585496,6.672517278,2.759113414,6.431074529,-3.030418725,2.810758886,21.15340675,-2.798316223,2.727035158,-3.089831398,-0.272196432,2.931697861,-7.977771809,0.735544907,4.500484936,5.779824185,-0.862324646,4.302452975,-5.822578587,0.157658016,5.151280551
56,FRA,0.01030356,-1.810769735,3.271393877,-8.184284442,0.419829509,5.357116368,-10.17223831,0.936372219,3.17721442,-7.74036556,0.760042187,3.616686681,-3.766844601,0.217675207,5.912029359,-0.214897063,-0.171273785,5.861769382,-1.519315119,-0.485408533,5.221369037,-1.818830293,0.141372014,4.652150125,-8.818233173,0.793814448,4.794348464,-4.645007649,0.534535603,3.521065644,-8.632494189,0.915795113,3.831035675,-11.29457288,1.868707556,3.695553645,-5.605688555,0.737583921,4.802522534,-2.319784965,-0.532855815,3.340032709,-5.272609281,2.199116305,2.759113414,-11.08950897,0.875165291,2.810758886,-1.153256084,-0.207720717,2.727035158,-2.86052477,0.634624697,2.931697861,-8.189652658,0.294647074,4.500484936,-2.745205362,-0.427981097,4.302452975,-2.05139318,0.220641085,5.151280551
57,GAB,-7.260224398,-0.095930395,3.271393877,-2.334589942,-0.231289774,5.357116368,-8.946113605,1.025748925,3.17721442,-2.113387044,0.177337656,3.616686681,-4.754269777,0.011247626,5.912029359,-3.048364492,-0.142601584,5.861769382,-7.616571799,0.413355476,5.221369037,-10.40888951,0.672048071,4.652150125,-7.282503749,0.272678616,4.794348464,-5.41709609,0.434033186,3.521065644,1.575184793,-0.730096238,3.831035675,-8.890661654,0.569404552,3.695553645,-6.525228685,0.622253174,4.802522534,-1.377771738,-0.298417207,3.340032709,-8.85531708,0.968770567,2.759113414,-8.659068764,1.394239736,2.810758886,-5.04895534,0.772921119,2.727035158,1.018128333,-1.162159362,2.931697861,5.472965119,-0.919172384,4.500484936,-0.087310884,-0.539007978,4.302452975,-5.607785307,0.275919376,5.151280551
58,GBR,1.328976596,-1.888432434,3.271393877,-4.715039148,0.19655202,5.357116368,3.87889146,-1.824863143,3.17721442,-4.453476965,0.896035205,3.616686681,-5.347431871,0.35489019,5.912029359,-4.33987909,0.380276251,5.861769382,3.436568769,-0.669817911,5.221369037,-0.911558639,0.230791073,4.652150125,-9.843224739,1.335106545,4.794348464,0.910807655,-0.52207956,3.521065644,-7.573665173,1.330580945,3.831035675,-6.772303368,0.947223118,3.695553645,-1.776924018,0.032543282,4.802522534,-1.419129728,-0.628952103,3.340032709,-7.734741701,3.158923996,2.759113414,-8.940643946,1.423801623,2.810758886,-7.132019153,1.83538823,2.727035158,-8.239928945,0.973424039,2.931697861,-4.399433496,-0.021185413,4.500484936,1.377900474,-0.680751337,4.302452975,-1.829068004,0.311781837,5.151280551
59,GEO,-1.661006871,-0.569200078,3.271393877,-2.518901572,-0.127362677,5.357116368,-9.213254278,1.843725823,3.17721442,-3.396401687,-0.086346865,3.616686681,-1.697865857,-0.185111626,5.912029359,1.536437263,-0.753130657,5.861769382,-1.286493102,-0.06933958,5.221369037,-8.303788899,0.699900096,4.652150125,1.252318778,-0.685249346,4.794348464,-2.90850457,-0.034284181,3.521065644,-2.733023266,0.240493009,3.831035675,-0.672386845,-0.391803762,3.695553645,-0.897608227,-0.107693086,4.802522534,3.310694047,-1.427444791,3.340032709,-5.476167187,-0.040685538,2.759113414,3.058957479,-0.810798206,2.810758886,2.999865253,-2.331309565,2.727035158,-5.75246122,-0.238988488,2.931697861,-6.408997186,0.305023188,4.500484936,1.796199509,-0.203863332,4.302452975,0.344591624,-0.335528622,5.151280551
60,GHA,-6.486183619,0.228831768,3.271393877,-2.285087498,-0.491431904,5.357116368,-3.509318563,0.074734265,3.17721442,-2.930842249,-0.475518473,3.616686681,-4.872197328,0.006659878,5.912029359,-5.944648034,-0.02706443,5.861769382,-8.300018686,0.636849957,5.221369037,-9.854375359,0.821228655,4.652150125,-7.958034178,0.478064466,4.794348464,-7.109706016,1.198473904,3.521065644,-2.635907929,-0.377797626,3.831035675,4.096943166,-1.867377397,3.695553645,-4.73863264,0.423769156,4.802522534,-0.970038904,-0.904402755,3.340032709,-5.953280615,0.189135013,2.759113414,-3.899739329,-0.037709699,2.810758886,-3.703090727,0.110603078,2.727035158,-4.572100609,-0.140662062,2.931697861,-2.762027524,-0.15307864,4.500484936,-4.956995961,0.299165509,4.302452975,-4.845819036,0.077715806,5.151280551
61,GIN,-8.10854097,0.768967666,3.271393877,-3.714359499,-0.205947916,5.357116368,-6.635753935,0.834706289,3.17721442,-3.988757719,-0.238691992,3.616686681,-5.609808691,0.100562736,5.912029359,-5.151516299,-0.032668912,5.861769382,-5.372790898,0.274232956,5.221369037,-11.92147294,1.29641177,4.652150125,-5.687566684,0.295530128,4.794348464,-8.237579881,0.906393844,3.521065644,0.214794181,-0.863388539,3.831035675,0.450397474,-1.309714581,3.695553645,-7.494902956,0.586209542,4.802522534,-4.383084123,-0.040704984,3.340032709,-11.29280593,1.037889958,2.759113414,-6.525098879,0.942991236,2.810758886,-7.409628255,0.645152502,2.727035158,-10.52976491,0.443745041,2.931697861,-0.710103496,-0.579993006,4.500484936,-2.771176837,0.137033424,4.302452975,-8.57972911,0.44376661,5.151280551
62,GMB,-3.371233932,-0.844084249,3.271393877,-1.021439384,-0.345344897,5.357116368,-3.919750999,0.96432682,3.17721442,-8.067350737,0.735629474,3.616686681,-7.262937663,0.360289652,5.912029359,-4.510891983,-0.110453301,5.861769382,-10.10439754,1.005695285,5.221369037,-10.06157391,1.160056711,4.652150125,-8.430324005,0.199939058,4.794348464,-10.11779041,1.357610198,3.521065644,-6.965106408,0.640155053,3.831035675,-2.121307466,-0.179393994,3.695553645,-5.97449115,0.308301759,4.802522534,-1.823743704,0.445686948,3.340032709,-13.23568626,1.449315265,2.759113414,3.962721236,-1.834267647,2.810758886,-2.316131393,0.359498724,2.727035158,-7.970363733,1.396589874,2.931697861,-3.712272324,0.091704482,4.500484936,-3.918220773,0.480601907,4.302452975,-5.777237215,0.249979176,5.151280551
63,GNB,-2.106824164,-1.346874705,3.271393877,-1.875210205,-0.362025248,5.357116368,-6.406210524,1.308469832,3.17721442,-6.549415327,0.180135078,3.616686681,-6.28699625,0.352395296,5.912029359,-3.576142189,-0.25046462,5.861769382,-5.626878713,0.495880621,5.221369037,-10.8869161,1.36598147,4.652150125,-4.124260465,-0.282679393,4.794348464,-10.95488157,1.436681894,3.521065644,-0.638382712,-0.493258271,3.831035675,-1.91722538,-0.386337714,3.695553645,-5.377038726,0.104266616,4.802522534,-1.821985323,0.302932249,3.340032709,-12.88634214,1.586385151,2.759113414,6.370948802,-0.656529167,2.810758886,-5.175412166,1.229751638,2.727035158,-13.04368277,2.554712822,2.931697861,-1.511695479,-0.057116483,4.500484936,-3.900533797,0.677266604,4.302452975,-9.092069398,0.802387787,5.151280551
