,iso,m1_beta1,m1_beta2,m1_maxGMT,m2_beta1,m2_beta2,m2_maxGMT,m3_beta1,m3_beta2,m3_maxGMT,m4_beta1,m4_beta2,m4_maxGMT,m5_beta1,m5_beta2,m5_maxGMT,m6_beta1,m6_beta2,m6_maxGMT,m7_beta1,m7_beta2,m7_maxGMT,m8_beta1,m8_beta2,m8_maxGMT,m9_beta1,m9_beta2,m9_maxGMT,m10_beta1,m10_beta2,m10_maxGMT,m11_beta1,m11_beta2,m11_maxGMT,m12_beta1,m12_beta2,m12_maxGMT,m13_beta1,m13_beta2,m13_maxGMT,m14_beta1,m14_beta2,m14_maxGMT,m15_beta1,m15_beta2,m15_maxGMT,m16_beta1,m16_beta2,m16_maxGMT,m17_beta1,m17_beta2,m17_maxGMT,m18_beta1,m18_beta2,m18_maxGMT,m19_beta1,m19_beta2,m19_maxGMT,m20_beta1,m20_beta2,m20_maxGMT,m21_beta1,m21_beta2,m21_maxGMT
152,SUR,-5.364052224,-0.346947952,3.271393877,-4.544730308,0.154054663,5.357116368,13.31063351,-1.872880659,3.17721442,6.66604202,-0.099207734,3.616686681,-6.22544168,0.142039716,5.912029359,1.248541149,-0.766342591,5.861769382,3.754419319,-0.112885868,5.221369037,-18.01398097,2.286483727,4.652150125,-6.74635687,1.122262014,4.794348464,-4.455955349,1.035044035,3.521065644,-0.08550473,0.542748334,3.831035675,-8.924327262,1.220320003,3.695553645,-1.617768608,0.105924757,4.802522534,4.773431482,-0.517876044,3.340032709,-1.954718047,0.480456055,2.759113414,-4.383747515,-0.66503004,2.810758886,-13.01511368,1.450589165,2.727035158,2.053976569,-0.65936287,2.931697861,-0.454579525,-0.320475247,4.500484936,-3.548367378,0.189474698,4.302452975,-2.24505162,-0.009419224,5.151280551
153,SVK,-7.579442532,0.339417011,3.271393877,-1.00883389,-0.498658347,5.357116368,-6.705611197,0.801129373,3.17721442,-2.567444192,-0.502768218,3.616686681,-2.632771229,-0.014030133,5.912029359,-3.442724802,-0.082692112,5.861769382,-2.05657595,-0.338869227,5.221369037,-5.922361214,0.660955829,4.652150125,-1.153359897,-0.381796286,4.794348464,-4.137374444,0.666403102,3.521065644,-9.352808512,0.903895366,3.831035675,-7.002885683,0.220101225,3.695553645,-4.379597179,0.341402069,4.802522534,13.7539701,-2.555291391,3.340032709,-15.83321458,3.749591258,2.759113414,-5.964862252,0.438083096,2.810758886,4.378119675,-2.062189919,2.727035158,-6.701108902,1.479445938,2.931697861,-7.730352194,0.422704612,4.500484936,-1.194097903,-0.064658337,4.302452975,1.300323011,-0.187103831,5.151280551
154,SVN,-3.212157145,-0.90875619,3.271393877,-1.615444322,-0.466461582,5.357116368,-9.332579634,1.140965327,3.17721442,-4.693291046,-0.469461287,3.616686681,-7.478334614,0.718174743,5.912029359,-7.302796384,0.435379965,5.861769382,-8.355579604,0.807165705,5.221369037,-3.701097571,0.239892192,4.652150125,-3.961896826,-0.299176531,4.794348464,-9.794796096,2.389820229,3.521065644,-9.694527378,0.641776157,3.831035675,-14.66033539,1.467572901,3.695553645,-8.35234715,0.369912864,4.802522534,10.7178541,-2.43174573,3.340032709,-12.0337767,2.509719546,2.759113414,-9.392092385,1.034101202,2.810758886,1.851775307,-0.739727841,2.727035158,-7.186292896,1.452110862,2.931697861,-3.707628943,-0.698313045,4.500484936,1.090988362,-0.33300779,4.302452975,2.898964452,-0.360637007,5.151280551
155,SWE,-5.573241001,-0.286675681,3.271393877,-0.956282593,-0.389809505,5.357116368,2.906796313,-1.02207117,3.17721442,-4.098552336,0.914467279,3.616686681,0.234051068,-0.244838679,5.912029359,2.73756788,-0.709576184,5.861769382,-1.206862702,-0.084260128,5.221369037,2.785340706,-0.256527144,4.652150125,0.640921236,0.173607337,4.794348464,0.241820566,-0.54394638,3.521065644,-9.503123446,1.550030712,3.831035675,-6.86689399,0.83252434,3.695553645,-0.612565284,-0.280537495,4.802522534,2.493673385,-1.330278324,3.340032709,-4.97466281,1.65383176,2.759113414,1.243233878,0.252359164,2.810758886,-0.055546921,-0.190200845,2.727035158,-1.644429029,0.157501352,2.931697861,-5.298358545,0.360132317,4.500484936,-4.143493587,0.25870313,4.302452975,0.123313394,0.297484852,5.151280551
156,SWZ,-14.24835276,1.835605096,3.271393877,-4.479824829,-0.0686749,5.357116368,-3.741165569,0.075364665,3.17721442,-10.75602515,0.929542803,3.616686681,-6.472107928,-0.085516062,5.912029359,-6.107636575,0.131730819,5.861769382,-13.92342393,1.291155511,5.221369037,-4.203751111,-0.548955978,4.652150125,-9.787113876,0.490869623,4.794348464,-4.191286612,0.281649346,3.521065644,1.51640639,-0.879818198,3.831035675,-2.827953551,-0.703185345,3.695553645,-7.286592426,0.60822085,4.802522534,-0.290721494,-0.531314578,3.340032709,-18.30889355,3.140041518,2.759113414,0.310427752,-0.044986885,2.810758886,-14.39313254,3.778366917,2.727035158,-17.95065978,3.574312877,2.931697861,-5.218796491,-0.052550941,4.500484936,-4.180163005,-0.540531926,4.302452975,-6.234565443,-0.080385601,5.151280551
157,SYR,-5.380007557,0.350287245,3.271393877,-4.852206448,0.030008105,5.357116368,-6.386465454,0.672550144,3.17721442,-3.660635615,0.047793851,3.616686681,-4.247694098,0.001687844,5.912029359,-5.566941412,0.004742631,5.861769382,-8.496187696,0.576970749,5.221369037,-3.944717468,0.052695025,4.652150125,-2.99600625,0.082626689,4.794348464,-12.34960785,1.696617212,3.521065644,-8.248421518,0.842535836,3.831035675,-3.850215101,0.135595375,3.695553645,-6.773303852,0.643076393,4.802522534,-2.235965492,-0.948129931,3.340032709,-10.95394724,1.168358381,2.759113414,0.433253279,-0.247176956,2.810758886,0.772434342,-1.430128923,2.727035158,-7.095162242,-0.538201445,2.931697861,-7.588849054,0.505896539,4.500484936,-1.500408341,-0.091807228,4.302452975,-0.38158963,-0.480619183,5.151280551
158,TCD,-0.01901006,-1.19064738,3.271393877,-7.610858905,0.122985412,5.357116368,-3.873596182,1.069440648,3.17721442,-5.27721589,-0.437634497,3.616686681,-6.345330279,0.089598816,5.912029359,-7.417406314,0.05700727,5.861769382,-5.041201958,0.222286243,5.221369037,-4.28458785,-0.213586447,4.652150125,6.756909431,-1.877293047,4.794348464,-4.372726496,0.200885384,3.521065644,-5.906432803,-0.069494406,3.831035675,5.366302929,-1.906065422,3.695553645,-3.803432659,-0.099624533,4.802522534,1.461627724,-1.845270619,3.340032709,-3.07433541,-1.592717939,2.759113414,-3.876104142,-0.913946299,2.810758886,-3.65411786,-0.5015072,2.727035158,-4.414071016,0.904319387,2.931697861,1.74651338,-0.68006899,4.500484936,-1.554629071,0.135319123,4.302452975,-5.086313914,-0.130201615,5.151280551
159,TGO,-8.40416643,0.389401987,3.271393877,-3.46063099,-0.359299198,5.357116368,-1.826705656,-0.125173904,3.17721442,-3.116128248,-0.460839408,3.616686681,-6.336003356,0.147638149,5.912029359,-7.164846656,0.154730684,5.861769382,-8.294712682,0.712672204,5.221369037,-9.558323527,0.783795124,4.652150125,-5.281459493,0.14423523,4.794348464,-8.67874835,1.473542792,3.521065644,-1.974453417,-0.450011002,3.831035675,-1.596217868,-0.881846454,3.695553645,-5.075605989,0.422969364,4.802522534,-2.692015466,-0.531972765,3.340032709,-4.73629204,0.089654728,2.759113414,-1.065038023,-1.47326971,2.810758886,-3.181755236,0.333557747,2.727035158,-4.37482612,0.295566046,2.931697861,-2.094159108,-0.187660821,4.500484936,-2.934234898,0.033089594,4.302452975,-3.944652134,-0.131879605,5.151280551
160,THA,-3.940511448,-0.496097369,3.271393877,-6.07653598,-0.009560256,5.357116368,-0.67736398,-1.075774359,3.17721442,-8.786312192,0.532020652,3.616686681,-4.690042277,-0.322915789,5.912029359,-2.261618076,-0.314142631,5.861769382,-6.316994289,0.188499951,5.221369037,-4.534189265,-0.148407362,4.652150125,-10.50782175,0.545910259,4.794348464,-1.680555735,-0.812858329,3.521065644,-8.443401804,0.267738474,3.831035675,-1.371188046,-0.874899818,3.695553645,-7.938764512,0.493006957,4.802522534,-5.063599463,-0.362913403,3.340032709,-1.92402705,1.469018275,2.759113414,-10.6434409,1.29872123,2.810758886,5.402443206,-1.271687636,2.727035158,-0.594415337,0.624507823,2.931697861,-5.594159008,0.288638202,4.500484936,-1.997710923,-0.687596612,4.302452975,-6.086646491,-0.188343869,5.151280551
161,TJK,-5.771769548,0.341624935,3.271393877,-2.377896233,-0.282265956,5.357116368,0.222803925,-0.603909531,3.17721442,-1.691494463,-0.674253191,3.616686681,-1.191790502,-0.268292467,5.912029359,0.007327306,-0.714519062,5.861769382,-6.410325548,0.273005364,5.221369037,-5.040735194,0.418328931,4.652150125,-2.716432968,-0.145174716,4.794348464,-0.708940495,-0.355051324,3.521065644,-0.869762619,-0.458286242,3.831035675,-7.694850875,0.066205282,3.695553645,-0.667758463,-0.28598807,4.802522534,-2.086805453,-0.993222087,3.340032709,-4.180572853,0.668868912,2.759113414,-4.390628726,0.316013676,2.810758886,-3.0749043,-0.422031894,2.727035158,-7.343991299,-0.272479062,2.931697861,-2.475735466,-0.487853321,4.500484936,-2.862995967,0.024042415,4.302452975,-0.749562448,-0.20620805,5.151280551
162,TKM,-5.42330876,0.205540341,3.271393877,-5.120471676,-0.235761891,5.357116368,-1.256945612,-0.299221217,3.17721442,-1.692208475,-0.514880919,3.616686681,-3.415238537,-0.163061693,5.912029359,-2.283555346,-0.340111849,5.861769382,-7.675367162,0.622381324,5.221369037,-4.173609323,0.222295605,4.652150125,-3.556898416,-0.204405102,4.794348464,-2.850940827,-0.368220169,3.521065644,1.279604082,-0.948353207,3.831035675,-9.191351716,0.437187179,3.695553645,-2.850032987,-0.037892692,4.802522534,-2.576521235,-0.858316226,3.340032709,-6.287943146,0.157677951,2.759113414,-4.593830141,0.020687621,2.810758886,-2.100235449,-0.552694649,2.727035158,-7.44330225,-0.423821713,2.931697861,-5.637002572,0.306553797,4.500484936,-2.37978846,-0.113085586,4.302452975,-4.138001658,0.001939935,5.151280551
163,TLS,-4.010859447,-0.702719371,3.271393877,-8.040891451,0.603984603,5.357116368,-0.768368493,-0.819597416,3.17721442,1.573625665,-1.426367974,3.616686681,-6.154817407,0.313238636,5.912029359,-7.068192939,0.417924984,5.861769382,-1.08723254,-0.524018935,5.221369037,-5.762206335,-0.401158108,4.652150125,-17.6230973,0.677633301,4.794348464,1.449844448,-1.734002793,3.521065644,0.183794342,-0.709041173,3.831035675,-7.063666288,-0.023036747,3.695553645,1.831591725,-0.503800445,4.802522534,-9.282971836,1.003853289,3.340032709,19.32502553,-0.536447461,2.759113414,-7.994692852,0.351591732,2.810758886,4.278609472,-2.818405081,2.727035158,-8.660333695,0.427315712,2.931697861,-1.340372629,-0.898913244,4.500484936,-6.358734687,0.685704748,4.302452975,-4.766946501,0.466307589,5.151280551
164,TON,-11.29742852,2.762748307,3.271393877,-6.519675233,0.711760766,5.357116368,-5.379760382,-0.397935571,3.17721442,-16.16008339,1.797292599,3.616686681,-3.186011072,-0.06640757,5.912029359,1.253218537,-0.249065165,5.861769382,-3.076494379,-0.078486635,5.221369037,-7.040445367,0.782596777,4.652150125,-1.704196204,-0.981545866,4.794348464,4.642413167,-2.291818574,3.521065644,-5.7923881,0.710599404,3.831035675,-15.41010753,1.800159793,3.695553645,-7.826283492,1.1825854,4.802522534,-7.240611036,-0.288643305,3.340032709,-5.23600035,3.126620887,2.759113414,-7.228031929,2.436418801,2.810758886,5.888141525,-1.579962165,2.727035158,-12.89451325,1.453332261,2.931697861,-6.86337447,0.192092165,4.500484936,-0.897101339,0.073042146,4.302452975,-4.873017977,0.330342264,5.151280551
165,TTO,-6.948642012,2.062277334,3.271393877,-0.685512095,-0.321079366,5.357116368,-4.626657283,-0.224663426,3.17721442,-11.16009779,2.617933387,3.616686681,-2.189155148,-0.261753125,5.912029359,5.892073656,-0.900076119,5.861769382,-7.312804475,0.786711226,5.221369037,-2.556589062,-0.044542372,4.652150125,-9.129254322,0.829233561,4.794348464,-4.076237978,0.309494206,3.521065644,-1.963622368,0.878819069,3.831035675,-5.817530949,1.283637617,3.695553645,-2.411635588,-0.259151475,4.802522534,-5.766291535,-0.1487143,3.340032709,-11.36145644,1.868147265,2.759113414,-0.530477196,0.177143685,2.810758886,-0.606668713,0.044309637,2.727035158,-11.75476594,2.672024752,2.931697861,-0.029178348,-0.949216476,4.500484936,-1.198120537,-0.475994109,4.302452975,-6.163929392,0.081428313,5.151280551
166,TUN,2.5073436,-1.787433025,3.271393877,-5.157065429,0.024167273,5.357116368,-4.641649648,-0.102108311,3.17721442,-4.97445328,-0.120793235,3.616686681,-3.128095861,-0.244892682,5.912029359,-4.29078633,-0.03949499,5.861769382,-10.5686978,1.034287486,5.221369037,-5.836817252,0.420407492,4.652150125,-6.377527935,0.109646982,4.794348464,-9.228024884,0.877965948,3.521065644,-8.13102431,0.835218304,3.831035675,-11.03556778,1.387053888,3.695553645,-6.266725702,0.699189078,4.802522534,1.757100078,-2.034175961,3.340032709,-11.39486077,1.124515268,2.759113414,-5.417001554,0.000379312,2.810758886,-1.438852101,-0.355059266,2.727035158,-2.298907358,-1.033755398,2.931697861,-3.771964205,-0.195853605,4.500484936,-7.348964754,0.536543938,4.302452975,0.199176974,-0.430157451,5.151280551
167,TUR,-7.35952534,0.863066553,3.271393877,-2.749118669,-0.119366935,5.357116368,-1.481920125,0.119229073,3.17721442,-6.210666854,0.465056208,3.616686681,-4.329901592,0.090437181,5.912029359,-3.061384182,-0.266739029,5.861769382,-5.458102631,0.361152955,5.221369037,-5.714530183,0.360396996,4.652150125,-0.409539893,-0.191952705,4.794348464,-10.09605042,1.445236966,3.521065644,-6.00412262,0.333497749,3.831035675,-0.124084441,-0.235762163,3.695553645,-6.531894302,0.717761116,4.802522534,0.873969464,-0.733991963,3.340032709,-10.59424958,1.727108531,2.759113414,-0.378904218,0.708602162,2.810758886,4.198772591,-1.5882399,2.727035158,-7.745755634,0.291536786,2.931697861,-5.473603326,0.272095237,4.500484936,1.490311711,-0.450761704,4.302452975,0.445566885,-0.438643938,5.151280551
168,TWN,-0.99616538,-1.130314442,3.271393877,-7.843979004,0.375704101,5.357116368,-13.59032323,1.568566814,3.17721442,-7.671063614,0.873323571,3.616686681,-4.442008645,-0.219095097,5.912029359,-2.507009899,0.16679103,5.861769382,-2.902885617,-0.225989769,5.221369037,1.963588674,-0.974743568,4.652150125,-7.251225916,0.672943624,4.794348464,6.574012565,-1.621683654,3.521065644,-5.940121643,0.925585941,3.831035675,-9.574864647,1.458942714,3.695553645,-9.038951379,0.927755077,4.802522534,-2.928196398,-0.144032086,3.340032709,-3.803200123,-0.195483264,2.759113414,7.441254352,-1.583310429,2.810758886,-2.100747831,0.551396748,2.727035158,-4.988152881,0.801099126,2.931697861,-4.951181459,0.046475071,4.500484936,-13.91356879,1.491929498,4.302452975,-0.921669243,-0.507414846,5.151280551
169,TZA,-4.167577324,-0.264388445,3.271393877,-6.006140319,0.155350139,5.357116368,-6.598630761,0.701618567,3.17721442,-7.719619363,0.695114474,3.616686681,-5.167054495,0.068084586,5.912029359,-4.980171334,-0.063058011,5.861769382,-1.076568467,-0.455752901,5.221369037,-9.564067247,1.061124684,4.652150125,-4.580302963,0.19447199,4.794348464,-8.90496853,0.872618865,3.521065644,-3.195343376,-0.333483352,3.831035675,0.421114508,-0.783436964,3.695553645,-3.638994628,-0.009187473,4.802522534,-0.361616681,-0.418313355,3.340032709,-4.720847,-0.349007188,2.759113414,-6.298628164,0.090980641,2.810758886,-2.793614825,-0.944262053,2.727035158,-1.335908959,-0.292630753,2.931697861,-1.77335114,-0.620401277,4.500484936,-7.921113829,0.331138071,4.302452975,-4.991576556,-0.089501843,5.151280551
170,UGA,-8.227196112,0.497897268,3.271393877,-6.812008207,0.213303717,5.357116368,-3.745663868,0.941578301,3.17721442,-12.21568611,1.398814378,3.616686681,-3.457004632,-0.095590954,5.912029359,-7.677512226,0.499443103,5.861769382,-9.130367849,0.627355961,5.221369037,-15.69838893,1.565560612,4.652150125,-9.267573345,0.794387159,4.794348464,-6.466851991,0.327636504,3.521065644,-4.010133321,-0.21289243,3.831035675,-3.964590889,-0.334279955,3.695553645,-3.887454361,0.129891434,4.802522534,0.871915933,-1.041141059,3.340032709,-8.804326577,1.9684661,2.759113414,-7.030313553,0.257099675,2.810758886,-2.888256119,-0.776340559,2.727035158,-1.088731571,-0.821801173,2.931697861,-2.261320526,-0.66557558,4.500484936,-4.381725517,-0.56048129,4.302452975,-4.879314096,0.048534709,5.151280551
171,UKR,-1.753316099,-0.337203346,3.271393877,0.06757456,-0.591262569,5.357116368,-2.686989431,-0.139802034,3.17721442,-4.04301126,0.204317514,3.616686681,0.021477386,-0.447194422,5.912029359,0.630170183,-0.667760339,5.861769382,-4.322467472,0.208397023,5.221369037,-4.86616177,-0.016154468,4.652150125,-4.183465014,0.082061366,4.794348464,-3.622287228,0.184654542,3.521065644,-7.040376684,0.634455279,3.831035675,-1.908501685,-0.274164662,3.695553645,-4.021481534,0.493340908,4.802522534,2.918812689,-1.787462933,3.340032709,-11.17641432,2.493729889,2.759113414,0.661781675,-0.018565897,2.810758886,9.699422995,-2.256459301,2.727035158,0.843618411,-0.364825562,2.931697861,-4.376273312,0.475436117,4.500484936,0.426479011,-0.151558769,4.302452975,-0.816710873,-0.046997797,5.151280551
172,URY,4.100859771,-0.538561485,3.271393877,-1.857257586,-0.44334119,5.357116368,-12.53999414,1.525607839,3.17721442,-8.288994775,0.716895926,3.616686681,-8.344364109,0.507146485,5.912029359,-3.820661114,0.057882007,5.861769382,-2.917149229,0.636492429,5.221369037,-10.05994243,1.023252464,4.652150125,1.111635311,-0.98698252,4.794348464,-6.63863259,-0.107010351,3.521065644,-7.688758635,0.703465185,3.831035675,0.525418564,-0.647815399,3.695553645,-6.764048739,0.711936983,4.802522534,4.526458547,-1.976891488,3.340032709,-5.906782105,0.011141756,2.759113414,-4.594974971,-1.053216829,2.810758886,-1.147148834,-0.220757588,2.727035158,-1.236124943,-0.724406467,2.931697861,-1.847620946,-0.433140666,4.500484936,-8.728439518,0.364421024,4.302452975,-5.232481114,-0.001141927,5.151280551
173,USA,0.533338146,-0.388880434,3.271393877,-2.141974527,-0.157525502,5.357116368,-8.852095612,0.771065059,3.17721442,-3.022035468,0.232980428,3.616686681,-4.839778559,0.225229982,5.912029359,-1.370097781,-0.283865321,5.861769382,-2.976285204,-0.131922211,5.221369037,1.55538265,-0.60930694,4.652150125,-1.216462374,-0.512484235,4.794348464,-2.113560078,-0.567841309,3.521065644,-4.876964805,0.287968513,3.831035675,-0.215101553,-0.498274281,3.695553645,-4.818047755,0.150728021,4.802522534,-2.414803676,-0.49212037,3.340032709,-7.470494497,0.713268736,2.759113414,-8.179819194,1.208636548,2.810758886,0.300333136,-0.830786377,2.727035158,-5.686762329,0.057995222,2.931697861,-2.275399785,-0.229708713,4.500484936,-2.283441293,-0.020943711,4.302452975,-4.009223957,0.097769117,5.151280551
174,UZB,-5.952702521,0.365622533,3.271393877,-2.861291341,-0.383045185,5.357116368,-0.326984963,-0.351562861,3.17721442,-1.122847738,-0.660774605,3.616686681,-4.006404816,-0.101106973,5.912029359,-0.60931434,-0.570510773,5.861769382,-7.283300205,0.484233404,5.221369037,-4.818560072,0.320694129,4.652150125,-1.520130349,-0.409844419,4.794348464,-2.625123103,-0.057940175,3.521065644,-0.967503268,-0.649230738,3.831035675,-7.763491212,0.179352603,3.695553645,-0.663572469,-0.335689194,4.802522534,-1.132106655,-1.236055629,3.340032709,-5.356766075,0.45507445,2.759113414,-4.800324971,0.103777543,2.810758886,-2.591947364,-0.399551496,2.727035158,-7.333562307,-0.442346831,2.931697861,-4.464642362,-0.021721616,4.500484936,-2.352407126,-0.041410021,4.302452975,-3.359555629,-0.016312015,5.151280551
175,VCT,-14.90675625,3.426508291,3.271393877,1.549601747,0.048041781,5.357116368,-9.585779279,0.62905001,3.17721442,-6.028677151,0.868389077,3.616686681,-5.108330472,0.241194711,5.912029359,2.22798185,-0.553454191,5.861769382,-4.05996374,0.22935635,5.221369037,-5.227817862,0.133494743,4.652150125,-8.1544198,0.83994816,4.794348464,-1.44182754,-0.199251241,3.521065644,6.377725206,0.847167571,3.831035675,-12.37368239,1.70331869,3.695553645,-4.300438708,0.447666077,4.802522534,-8.796875134,0.579573275,3.340032709,-3.687621161,-0.665843274,2.759113414,-8.17263145,2.420428829,2.810758886,2.891349917,-0.227605597,2.727035158,-11.11094428,1.68586544,2.931697861,0.249277309,-0.593976071,4.500484936,-5.485751669,0.074334468,4.302452975,0.321902721,-0.572952824,5.151280551
176,VEN,-16.91090172,2.370350261,3.271393877,-4.588604524,0.252472568,5.357116368,-10.98480768,1.479278271,3.17721442,0.07361067,-0.049768643,3.616686681,-3.258848675,-0.168827937,5.912029359,-7.671758961,0.402044469,5.861769382,-15.23352675,1.553342324,5.221369037,-10.89543547,0.847441545,4.652150125,-5.018613803,-0.174443335,4.794348464,-10.79300085,0.908449438,3.521065644,-7.263939719,0.690351533,3.831035675,-6.334778697,1.099144205,3.695553645,-2.759901079,0.017691355,4.802522534,0.305668491,-1.572207732,3.340032709,1.357653527,-2.695380724,2.759113414,-8.175382264,1.37803154,2.810758886,-4.315103639,0.042814197,2.727035158,-5.875724743,0.375659744,2.931697861,-3.889745614,-0.084621172,4.500484936,-4.654272617,-0.058818063,4.302452975,-3.498154629,-0.090355355,5.151280551
177,VNM,-3.170601296,-0.365157295,3.271393877,-5.646688988,0.189458126,5.357116368,-1.862824455,-0.377510654,3.17721442,-7.027651867,0.482390518,3.616686681,-2.67529123,-0.512701872,5.912029359,-2.781324601,-0.206242237,5.861769382,-3.718404952,-0.13350795,5.221369037,-6.521328654,0.012353891,4.652150125,-10.23599625,0.720228249,4.794348464,0.233324747,-0.988021989,3.521065644,-9.122528968,1.437510344,3.831035675,-7.704783127,-0.015982709,3.695553645,-5.033569573,0.355508945,4.802522534,-2.891469397,-0.86864489,3.340032709,-8.400099643,2.609995466,2.759113414,-10.82463826,1.211396822,2.810758886,1.259505041,-1.084011229,2.727035158,5.556763319,-1.133258572,2.931697861,-6.109527159,0.330018852,4.500484936,-4.898656409,-0.005632242,4.302452975,-7.456603688,0.170476235,5.151280551
178,VUT,-12.16146753,1.790974383,3.271393877,-7.397797343,0.576925214,5.357116368,-3.074829433,-0.070348289,3.17721442,-6.545494541,0.630663374,3.616686681,-5.375248925,0.376837371,5.912029359,0.598114221,-0.144684992,5.861769382,-12.10515711,1.223604757,5.221369037,-9.972409769,2.05147213,4.652150125,-7.675883498,0.627148018,4.794348464,-3.640900895,-1.171471267,3.521065644,4.470308446,-1.60234242,3.831035675,-4.89157578,-0.594684263,3.695553645,9.676662884,-1.865804783,4.802522534,5.267424396,-1.745577188,3.340032709,-3.632033049,0.353140825,2.759113414,-5.328658249,1.187516128,2.810758886,10.21286789,-2.215291433,2.727035158,-6.818573606,2.662499048,2.931697861,-3.386579299,-0.307035721,4.500484936,-0.01365911,-0.770385911,4.302452975,-1.754570094,-0.26588768,5.151280551
179,WSM,2.752438361,-1.150694362,3.271393877,-5.931765543,0.526645832,5.357116368,-9.906941193,1.615099772,3.17721442,-5.336938558,0.086533922,3.616686681,-3.791206153,0.232556543,5.912029359,-6.057313574,0.453170926,5.861769382,-3.25279255,0.070984292,5.221369037,-7.458715011,0.754110676,4.652150125,-7.352971013,0.598510545,4.794348464,-2.907447506,0.206377012,3.521065644,-2.461192527,-0.366988638,3.831035675,-5.712169983,0.306022741,3.695553645,-1.526503489,0.194751064,4.802522534,-3.837315722,0.090110774,3.340032709,-9.590713436,1.974732307,2.759113414,-6.906148358,0.317836347,2.810758886,0.769332002,-1.431397615,2.727035158,-4.104267664,-0.026368238,2.931697861,-6.19815126,0.378697242,4.500484936,3.576021963,-0.751719989,4.302452975,-0.853951681,-0.447793302,5.151280551
180,YEM,-6.45818124,-0.071922866,3.271393877,-6.710079042,0.025580148,5.357116368,-9.325355397,0.545743115,3.17721442,-5.866164994,0.077151984,3.616686681,-4.482812123,-0.006992154,5.912029359,-3.978395539,-0.230255839,5.861769382,-4.505214319,-0.056660309,5.221369037,-5.749580142,-0.093284238,4.652150125,-8.534992513,0.248394006,4.794348464,-5.133937224,-0.577106394,3.521065644,-6.735626412,0.575649038,3.831035675,-2.47261578,-0.863962851,3.695553645,-4.864934024,0.135533124,4.802522534,2.941431727,-1.728321485,3.340032709,-17.5400257,2.228644622,2.759113414,-6.697889729,0.072176522,2.810758886,-4.830659173,0.223914007,2.727035158,-5.537762533,0.364156085,2.931697861,-5.91133235,0.092005569,4.500484936,-1.072003636,-0.380867951,4.302452975,-3.81554895,-0.234168271,5.151280551
181,ZAF,-8.98169657,0.349654654,3.271393877,-7.313642118,0.313897356,5.357116368,-6.77312077,0.988860523,3.17721442,-7.819805175,0.786243475,3.616686681,-4.634173055,-0.19806653,5.912029359,-4.503348484,0.092659552,5.861769382,-12.1741032,1.027323088,5.221369037,-5.897188733,-0.45667089,4.652150125,-8.14396648,0.268516549,4.794348464,-5.173220644,0.553873219,3.521065644,-5.202085838,0.023697459,3.831035675,3.770954247,-1.886744564,3.695553645,-5.441941424,0.456778001,4.802522534,-1.328242078,-0.367554177,3.340032709,-15.6038167,1.979440141,2.759113414,-4.110245134,0.547180153,2.810758886,-8.035621023,2.148336723,2.727035158,-5.198281192,-0.051354309,2.931697861,-4.047618161,-0.233489201,4.500484936,-3.34096454,-0.618196821,4.302452975,-5.724067071,0.089759854,5.151280551
182,ZMB,-4.924055966,-0.942365697,3.271393877,-3.59571766,-0.37726348,5.357116368,-10.63165345,1.03143586,3.17721442,-2.687366696,0.084975979,3.616686681,-3.2094289,-0.215599875,5.912029359,-2.753649651,-0.427302861,5.861769382,-10.1610552,0.624375211,5.221369037,-2.853866655,-0.442957113,4.652150125,-5.677603302,0.192365806,4.794348464,-9.185948552,0.188831768,3.521065644,-1.736131889,-0.334160823,3.831035675,2.232726699,-1.564134275,3.695553645,-3.444261238,0.042086942,4.802522534,-0.179818576,-0.182400233,3.340032709,-14.34868591,0.850339446,2.759113414,-2.155251069,0.094172012,2.810758886,-0.75388825,-1.382616847,2.727035158,-8.046684504,1.37151269,2.931697861,-3.029654645,-0.419468159,4.500484936,-5.389137354,0.077916826,4.302452975,-5.068619645,-0.157500688,5.151280551
183,ZWE,-2.030722668,-1.909606048,3.271393877,-7.615105154,0.260734912,5.357116368,-13.97599718,1.916823827,3.17721442,0.476347941,-0.503246707,3.616686681,-2.107544445,-0.360243435,5.912029359,-4.145131393,-0.295987838,5.861769382,-15.46329368,1.565008872,5.221369037,6.189649313,-2.589014169,4.652150125,-13.34200342,1.126891275,4.794348464,-7.368734347,-0.237627459,3.521065644,2.907618123,-1.352697382,3.831035675,0.94228166,-1.398136403,3.695553645,-5.255445552,0.183011585,4.802522534,-2.705248968,0.324638866,3.340032709,-13.81091706,0.585829571,2.759113414,-6.358444878,1.180733271,2.810758886,-3.965311085,0.137661751,2.727035158,-5.80962136,1.32282021,2.931697861,-1.007107499,-0.507459006,4.500484936,-3.029135845,-0.837269398,4.302452975,-9.19344848,0.274579195,5.151280551
